date,period,demand,wind
2019-05-22,1,678.4189719272729,14.616464709556528
2019-05-22,2,663.6357538909091,27.08242085538644
2019-05-22,3,662.8234891636364,36.12155034682272
2019-05-22,4,663.7749992727273,34.093428449324435
2019-05-22,5,663.3804706909092,24.70462276866433
2019-05-22,6,662.6610362181818,31.593243696373975
2019-05-22,7,659.7832983272727,39.51340938229396
2019-05-22,8,656.2557486545454,39.05883033630297
2019-05-22,9,659.2959394909092,16.976778986817454
2019-05-22,10,661.2221672727273,13.514984713501434
2019-05-22,11,655.2346158545455,22.484178967092937
2019-05-22,12,672.176137309091,30.40434465301292
2019-05-22,13,716.2008855272727,29.739959893487622
2019-05-22,14,771.1331886545456,22.361792300864597
2019-05-22,15,832.8653079272729,26.89009895131333
2019-05-22,16,853.1487185454546,41.75133699332654
2019-05-22,17,855.8407959272729,78.71211019428648
2019-05-22,18,851.315321018182,90.89832538873732
2019-05-22,19,846.673808290909,87.83865873302871
2019-05-22,20,834.8379508363636,79.49888162004012
2019-05-22,21,823.1645463272728,71.15910450705152
2019-05-22,22,811.5375569454545,71.31645879220225
2019-05-22,23,803.020381090909,75.5650244912719
2019-05-22,24,801.5118894545456,86.1252454058319
2019-05-22,25,799.0518877090909,88.87020349123905
2019-05-22,26,792.9250909090908,118.61016338472663
2019-05-22,27,788.7013143272727,100.74171011538843
2019-05-22,28,784.0133864727273,73.8166435451527
2019-05-22,29,780.9035729454546,91.96483776587002
2019-05-22,30,774.9624366545456,124.9043347907558
2019-05-22,31,776.3084753454548,113.34753673690787
2019-05-22,32,790.0473530181818,145.41284328873408
2019-05-22,33,809.8666123636365,159.2775041914593
2019-05-22,34,830.6837969454546,158.2284756237878
2019-05-22,35,848.8089041454547,197.217370722246
2019-05-22,36,861.4338187636365,184.59406029126535
2019-05-22,37,872.0396753454546,138.57667378940795
2019-05-22,38,879.907039418182,149.22431375127388
2019-05-22,39,883.6434571636364,132.91191952398174
2019-05-22,40,883.8523252363636,117.47371576974918
2019-05-22,41,876.6115653818182,98.31146060028274
2019-05-22,42,868.3960878545455,84.41183207863507
2019-05-22,43,858.6257035636365,75.46012163450476
2019-05-22,44,846.4185250909092,62.55707025214506
2019-05-22,45,812.4890670545454,71.70110260034848
2019-05-22,46,770.9475281454547,74.62089878036755
2019-05-22,47,723.6040983272726,77.01618067655085
2019-05-22,48,690.5333201454546,58.098698839541086
