,demand,wind
0,23132.0,194.05901639344265
1,22932.0,308.55383606557376
2,22897.0,348.6593661202186
3,22521.0,311.1412896174864
4,22291.0,310.4944262295082
5,22107.0,386.824306010929
6,22033.0,464.447912568306
7,21926.0,618.4013989071037
8,22413.0,773.648612021858
9,22997.0,890.7308852459016
10,24490.0,1045.3312349726775
11,26526.0,1238.7433879781424
12,29402.0,1241.9777049180327
13,31049.0,1470.967344262295
14,31987.0,1360.353704918033
15,31886.0,1625.567693989071
16,31951.0,1477.4359781420767
17,31548.0,1513.0134644808743
18,31055.0,979.351169398907
19,30733.0,1122.9548415300544
20,30555.0,1316.366994535519
21,30553.0,1319.6013114754098
22,30469.0,1281.4363715846994
23,30328.0,1166.2946885245904
24,30093.0,1507.8385573770495
25,30011.0,1475.4953879781422
26,30002.0,1474.848524590164
27,29873.0,1207.693945355191
28,29724.0,821.5165027322405
29,30131.0,662.3881092896175
30,31094.0,736.1305355191259
31,32035.0,622.9294426229509
32,32524.0,811.8135519125683
33,32772.0,624.2231693989071
34,32741.0,391.9992131147541
35,32861.0,273.6232131147541
36,32908.0,348.0125027322405
37,32717.0,234.8114098360656
38,32467.0,118.376
39,31969.0,39.458666666666666
40,31681.0,37.51807650273225
41,31203.0,0.0
42,30459.0,0.0
43,28888.0,0.0
44,26905.0,0.0
45,25234.0,0.0
46,24612.0,0.0
47,24233.0,0.0
