,demand,wind
0,25333.0,5833.414032786886
1,25784.0,5325.626273224044
2,25652.0,5164.557289617486
3,25209.0,5276.464655737705
4,24815.0,4973.085726775957
5,24742.0,4548.0964808743165
6,24637.0,3968.5068852459017
7,24704.0,4264.1234535519125
8,25460.0,4040.308721311475
9,26705.0,5868.344655737705
10,28704.0,5136.095300546447
11,30571.0,4665.178754098361
12,33528.0,4313.93193442623
13,35074.0,4842.419322404372
14,35703.0,4927.805289617487
15,35057.0,5272.583475409836
16,34786.0,5660.0546448087425
17,33851.0,6010.00773770492
18,33238.0,6817.293245901639
19,32748.0,6640.05267759563
20,32576.0,6445.993661202187
21,32545.0,6290.099584699454
22,32655.0,6020.357551912569
23,32240.0,6931.788065573771
24,31830.0,6222.178928961748
25,31285.0,6706.032743169399
26,31166.0,6065.637989071038
27,31026.0,5825.651672131147
28,31270.0,5249.2963934426225
29,31800.0,5239.5934426229505
30,32785.0,4743.449224043717
31,34114.0,4658.710120218579
32,35317.0,4924.570972677596
33,36001.0,4890.934076502733
34,36409.0,4546.802754098361
35,36935.0,3930.341945355192
36,37143.0,3805.4973114754093
37,37683.0,4185.20612021858
38,38844.0,3886.3552349726774
39,38266.0,3385.0361092896173
40,37066.0,3376.626885245902
41,35190.0,3185.8021857923486
42,33211.0,3106.237989071038
43,30930.0,2532.470163934426
44,29100.0,2484.602273224044
45,28464.0,2445.7904699453547
46,27217.0,2254.3189071038255
47,26494.0,2098.424830601093
