,demand,wind
0,23243.0,4953.032961748634
1,23177.0,4586.261420765027
2,23061.0,4465.297967213116
3,22927.0,4654.182076502733
4,22570.0,4581.086513661201
5,22037.0,5266.761704918033
6,21603.0,5698.219584699454
7,21263.0,6125.149420765028
8,21106.0,6628.409136612023
9,21102.0,7171.127519125684
10,21158.0,6913.0290273224045
11,21391.0,7442.810142076502
12,21790.0,6841.22719125683
13,22431.0,7327.0215956284155
14,23725.0,6839.2866010928965
15,24877.0,6754.54749726776
16,26695.0,6295.274491803278
17,28583.0,6287.5121311475405
18,30600.0,5142.563934426229
19,31788.0,5771.962010928963
20,32601.0,6622.587366120221
21,32809.0,6827.643060109289
22,33468.0,5953.083759562842
23,34160.0,4945.9174644808745
24,34826.0,3707.8209398907097
25,35374.0,3572.6264918032784
26,35370.0,3799.675540983607
27,34840.0,4032.5463606557378
28,34028.0,3731.108021857923
29,32915.0,3764.0980546448086
30,32019.0,3879.2397377049183
31,31486.0,3957.5102076502726
32,31525.0,4073.2987540983613
33,31348.0,4075.239344262295
34,30900.0,4685.878382513661
35,30352.0,4467.238557377049
36,29692.0,4196.202797814208
37,29303.0,4916.808612021858
38,29143.0,4509.284677595628
39,28915.0,4921.9835191256825
40,28535.0,5539.7380546448085
41,27925.0,5855.407387978143
42,27418.0,7578.004590163935
43,26718.0,7874.2680218579235
44,26088.0,6962.8375081967215
45,25629.0,7748.776524590165
46,24711.0,6464.752699453552
47,24001.0,7206.058142076504
