,demand,wind
0,22116.0,1392.050010928962
1,21968.0,1664.37949726776
2,21743.0,1630.7426010928962
3,21199.0,1935.415256830601
4,21224.0,1826.095344262295
5,21207.0,2014.979453551912
6,21237.0,2056.378710382514
7,20767.0,2095.1905136612027
8,20777.0,1943.177617486339
9,20558.0,2016.9200437158472
10,21273.0,2094.543650273224
11,21437.0,2019.5074972677596
12,22273.0,1865.5540109289616
13,23574.0,1977.4613770491806
14,24914.0,1941.237027322404
15,25598.0,2055.0849836065577
16,26125.0,2095.1905136612027
17,25982.0,2134.002316939891
18,25862.0,1562.1750819672131
19,25516.0,1934.1215300546453
20,25349.0,2093.249923497268
21,25274.0,2172.167256830601
22,24937.0,1906.3064043715847
23,24717.0,1405.6341420765023
24,24416.0,1473.5547978142079
25,24108.0,1551.1784043715843
26,23792.0,1018.1629726775956
27,23582.0,1199.9315846994534
28,23676.0,1012.3412021857922
29,23805.0,1352.5913442622953
30,24534.0,1511.0728743169404
31,25553.0,1933.4746666666667
32,26435.0,1444.4459453551915
33,27025.0,1703.191300546448
34,27347.0,1936.7089836065575
35,27079.0,2131.4148633879777
36,27300.0,3050.6077377049182
37,27016.0,3142.4623387978145
38,26709.0,3220.085945355191
39,26251.0,3259.544612021858
40,26129.0,2954.871956284153
41,26225.0,2758.8723497267765
42,26027.0,2908.297792349727
43,25130.0,3063.54500546448
44,23655.0,3142.4623387978145
45,22380.0,3258.250885245902
46,21304.0,3832.6655737704923
47,20746.0,4376.677683060109
