,demand,wind
0,21884.0,1044.0375081967213
1,21783.0,818.929049180328
2,21532.0,1158.5323278688527
3,21079.0,744.5397595628416
4,20890.0,890.0840218579234
5,20827.0,1694.1352131147542
6,20851.0,1440.5647650273224
7,20945.0,1245.2120218579237
8,21035.0,1089.3179453551913
9,21698.0,1392.050010928962
10,23334.0,1435.3898579234972
11,24778.0,1703.191300546448
12,27276.0,1516.8946448087431
13,29088.0,1017.5161092896175
14,30733.0,1161.766644808743
15,31348.0,1736.8281967213115
16,32123.0,1326.7168087431696
17,32115.0,1014.2817923497267
18,32043.0,818.2821857923499
19,32094.0,624.2231693989071
20,31978.0,391.9992131147541
21,32111.0,197.29333333333335
22,32337.0,232.223956284153
23,32146.0,347.36563934426226
24,31741.0,349.30622950819674
25,31235.0,387.4711693989071
26,30995.0,426.2829726775956
27,30745.0,350.599956284153
28,30767.0,501.96598907103834
29,31052.0,313.72874316939885
30,31247.0,424.9892459016393
31,31921.0,236.10513661202182
32,32525.0,271.03575956284146
33,32749.0,157.18780327868853
34,32905.0,231.5770928961749
35,33021.0,232.87081967213118
36,32793.0,153.95348633879783
37,32385.0,0.0
38,32043.0,0.0
39,31839.0,0.0
40,31963.0,0.0
41,31129.0,0.0
42,29477.0,0.0
43,27527.0,0.0
44,25629.0,343.48445901639343
45,24122.0,272.97634972677594
46,23230.0,157.18780327868853
47,22469.0,155.2472131147541
