,demand,wind
0,22203.0,4124.4009617486345
1,21946.0,5640.648743169399
2,21580.0,6773.306535519126
3,21172.0,8394.99304918033
4,21039.0,8727.480830601093
5,20973.0,8847.15055737705
6,21214.0,8658.266448087434
7,21511.0,8426.04249180328
8,22224.0,8574.821071038252
9,23079.0,9264.377442622952
10,24485.0,9428.680743169398
11,26046.0,8133.660240437158
12,28451.0,8226.161704918033
13,30132.0,8266.267234972678
14,31554.0,8686.728437158468
15,32169.0,8617.51405464481
16,32458.0,9074.199606557379
17,32445.0,10074.250404371585
18,31998.0,10091.068852459017
19,31914.0,9556.75969398907
20,31887.0,9776.693245901639
21,31823.0,9534.766338797815
22,31882.0,8937.064568306012
23,31734.0,8812.219934426232
24,31491.0,7932.485726775956
25,31372.0,8108.43256830601
26,31642.0,6585.069289617487
27,31780.0,6292.0401748633885
28,31978.0,5905.862732240435
29,32323.0,5708.569398907103
30,32959.0,7117.437857923498
31,33929.0,6683.392524590164
32,34472.0,5874.166426229508
33,34655.0,6165.901814207648
34,34669.0,9186.106972677595
35,34679.0,8397.58050273224
36,34421.0,9146.648306010928
37,34218.0,7671.152918032787
38,34278.0,7493.265486338797
39,34271.0,6231.235016393443
40,33176.0,7354.836721311476
41,31525.0,5733.150207650274
42,30036.0,4980.201224043715
43,28024.0,6303.683715846993
44,26094.0,5486.6952568306015
45,24505.0,4632.835584699454
46,23187.0,4046.1304918032793
47,22535.0,3425.788502732241
