,demand,wind
0,26778.0,9244.324677595629
1,26918.0,10076.837857923498
2,26736.0,9327.77005464481
3,26730.0,9391.162666666667
4,26453.0,9812.270732240437
5,26201.0,10659.014907103825
6,25606.0,10406.091322404372
7,25142.0,9600.099540983609
8,24881.0,9243.030950819673
9,24769.0,8588.405202185793
10,24932.0,8539.243584699452
11,25295.0,9569.050098360656
12,26027.0,9472.020590163935
13,26330.0,8744.946142076502
14,27259.0,8808.98561748634
15,27375.0,8466.794885245903
16,28100.0,8918.952393442625
17,29605.0,8812.219934426232
18,30981.0,9153.763803278689
19,31653.0,9235.915453551914
20,32215.0,10038.672918032787
21,32353.0,10701.061027322405
22,32332.0,11017.377224043716
23,32422.0,11251.541770491802
24,32476.0,11522.577530054647
25,32293.0,11641.600393442623
26,32115.0,11643.540983606557
27,31850.0,11681.705923497264
28,31846.0,11722.458316939892
29,31988.0,11759.329530054642
30,32367.0,11683.646513661202
31,32892.0,11606.022907103827
32,34007.0,11681.05906010929
33,35308.0,11491.528087431694
34,36422.0,11526.458710382516
35,37131.0,11412.610754098361
36,38602.0,11525.16498360656
37,39637.0,11450.775693989073
38,39391.0,11525.811846994537
39,38522.0,11374.445814207651
40,37480.0,11219.198601092896
41,35812.0,10949.456568306012
42,34332.0,10715.938885245903
43,32373.0,11055.542163934428
44,30569.0,11061.36393442623
45,28770.0,10946.8691147541
46,27513.0,10410.61936612022
47,26789.0,10668.717857923497
