,demand,wind
0,22353.0,2031.1510382513666
1,22426.0,2628.8528087431696
2,22137.0,2372.048043715847
3,21708.0,3092.6538579234966
4,21388.0,3944.57293989071
5,21420.0,4264.1234535519125
6,21243.0,4650.9477595628405
7,21510.0,5153.560612021858
8,22139.0,5161.969836065574
9,23174.0,5658.114054644809
10,25198.0,5666.523278688524
11,28755.0,6124.50255737705
12,32305.0,6781.068896174863
13,34325.0,7402.7046120218565
14,34990.0,8214.518163934426
15,34306.0,8876.906273224044
16,34048.0,9155.057530054644
17,33119.0,10190.038950819673
18,32006.0,10398.328961748635
19,31134.0,11203.027016393446
20,30528.0,11560.09560655738
21,30118.0,11413.257617486339
22,30141.0,11219.845464480873
23,29937.0,10987.621508196722
24,29650.0,11136.400087431695
25,29367.0,10490.183562841532
26,29669.0,9639.558207650272
27,29691.0,8633.038775956284
28,29996.0,8807.045027322403
29,31141.0,8428.629945355193
30,32381.0,8536.656131147542
31,33875.0,7813.462863387979
32,35228.0,7495.85293989071
33,36417.0,7070.863693989069
34,37390.0,7178.243016393442
35,38633.0,7256.513486338798
36,39776.0,6647.168174863388
37,39407.0,6636.818360655739
38,38042.0,8125.251016393442
39,36671.0,7692.499409836066
40,34936.0,6654.283672131148
41,33035.0,6407.828721311475
42,30837.0,7701.555497267758
43,28364.0,7494.559213114753
44,26202.0,7414.348153005465
45,25105.0,6649.7556284153015
46,24619.0,5682.6948633879765
47,23839.0,6277.16231693989
