,demand,wind
0,22296.0,809.2260983606558
1,22260.0,1273.0271475409836
2,21857.0,1318.9544480874315
3,21423.0,1128.776612021858
4,21382.0,1163.7072349726775
5,21430.0,1431.5086775956283
6,21357.0,1207.047081967213
7,21268.0,1546.6503606557378
8,21696.0,1705.1318907103823
9,21602.0,1860.3791038251366
10,21622.0,1939.29643715847
11,22339.0,2016.9200437158472
12,23629.0,2056.378710382514
13,24867.0,1560.8813551912563
14,26191.0,1972.286469945355
15,26867.0,3391.504743169399
16,27326.0,3453.6036284153
17,27271.0,3492.4154316939885
18,26925.0,3416.7324153005457
19,26626.0,3606.263387978143
20,26203.0,3456.8379453551916
21,26052.0,2767.2815737704927
22,25654.0,2984.6276721311483
23,25110.0,2683.1893333333337
24,24441.0,2601.6845464480875
25,23884.0,2524.0609398907104
26,23687.0,2980.746491803279
27,23644.0,2606.859453551913
28,23612.0,2676.7206994535522
29,24021.0,3135.993704918033
30,24787.0,2914.766426229508
31,25906.0,2529.235846994536
32,27151.0,3286.066010928962
33,27981.0,3833.3124371584704
34,28298.0,3117.2346666666663
35,28607.0,2723.2948633879782
36,28729.0,2640.496349726776
37,28817.0,2333.8831038251365
38,29316.0,2672.1926557377055
39,29741.0,2830.674185792349
40,29227.0,2527.9421202185795
41,28397.0,2141.11781420765
42,27451.0,2172.8141202185793
43,26188.0,1868.1414644808744
44,24685.0,1519.4820983606558
45,23426.0,2238.7941857923497
46,22347.0,1678.6104918032788
47,21672.0,1058.2685027322404
