,demand,wind
0,33494.0,194.05901639344265
1,33817.0,194.05901639344265
2,33526.0,308.55383606557376
3,32738.0,348.6593661202186
4,32131.0,616.4608087431694
5,32202.0,811.8135519125683
6,31801.0,929.5426885245902
7,31172.0,1045.978098360656
8,30785.0,1315.073267759563
9,30639.0,1586.7558907103826
10,30748.0,1820.2735737704918
11,31086.0,2091.3093333333336
12,31520.0,2401.156896174863
13,32044.0,2787.9812021857924
14,33954.0,2947.1095956284157
15,35418.0,3026.026928961749
16,37321.0,3676.1246338797823
17,39234.0,3916.1109508196723
18,40582.0,4263.476590163935
19,40962.0,4803.607519125684
20,41128.0,5385.137704918033
21,41001.0,5929.149814207651
22,41153.0,5938.205901639344
23,41253.0,6167.195540983607
24,41365.0,6438.2313005464475
25,41214.0,7015.233442622951
26,40973.0,7482.915672131148
27,40673.0,7948.65731147541
28,40507.0,7612.935213114755
29,40594.0,8026.927781420764
30,41020.0,8415.692677595629
31,41588.0,8841.975650273222
32,42016.0,8849.091147540985
33,44466.0,8887.256087431693
34,46923.0,8468.088612021858
35,47538.0,8155.653595628415
36,47180.0,8150.47868852459
37,46204.0,7883.324109289618
38,45407.0,7382.651846994536
39,44022.0,7030.758163934426
40,43196.0,5994.483016393443
41,41704.0,5366.378666666667
42,40042.0,4898.049573770492
43,38443.0,4432.30793442623
44,36799.0,4539.040393442623
45,35606.0,4655.475803278689
46,33959.0,4237.602054644808
47,32889.0,3390.8578797814207
