,demand,wind
0,30178.0,391.3523497267759
1,30398.0,120.96345355191256
2,30190.0,154.60034972677593
3,29778.0,269.74203278688526
4,29718.0,386.17744262295076
5,29648.0,426.2829726775956
6,29480.0,655.9194754098361
7,28986.0,736.1305355191259
8,28755.0,1080.9087213114756
9,28730.0,1277.5551912568305
10,29582.0,1776.9337267759565
11,30505.0,2014.3325901639346
12,32776.0,2514.357989071038
13,35556.0,3629.5504699453554
14,38825.0,4068.123846994535
15,39988.0,4266.064043715847
16,40463.0,4536.45293989071
17,40202.0,4121.166644808743
18,40053.0,4724.690185792349
19,39592.0,5269.349158469946
20,38920.0,5621.889704918032
21,38617.0,5398.721836065573
22,38244.0,5814.654994535519
23,37548.0,8226.161704918033
24,37488.0,8152.419278688525
25,37419.0,6662.046032786886
26,37463.0,6293.333901639345
27,37288.0,5676.873092896173
28,37415.0,5017.719300546449
29,37447.0,4625.073224043716
30,37678.0,4198.790251366119
31,38894.0,3695.5305355191263
32,40389.0,3114.6472131147543
33,42117.0,2761.459803278689
34,43601.0,2412.153573770492
35,44831.0,2215.507103825137
36,46471.0,2021.4480874316944
37,46879.0,1598.3994316939888
38,45913.0,1400.4592349726775
39,44419.0,1511.719737704918
40,42672.0,1246.5057486338799
41,40538.0,1241.9777049180327
42,38222.0,1012.9880655737707
43,35606.0,665.6224262295082
44,33490.0,468.97595628415297
45,31325.0,389.41175956284155
46,28807.0,159.12839344262295
47,27514.0,269.74203278688526
