,demand,wind
0,21750.0,1126.1891584699454
1,21856.0,1011.0474754098361
2,22016.0,1085.4367650273225
3,21906.0,1201.2253114754099
4,21857.0,1165.0009617486337
5,21714.0,820.8696393442623
6,21713.0,776.8829289617486
7,21605.0,776.2360655737706
8,21952.0,738.0711256830601
9,22484.0,813.754142076503
10,24312.0,700.5530491803277
11,26245.0,774.9423387978142
12,29403.0,661.7412459016393
13,31331.0,1079.6149945355191
14,32388.0,857.7408524590164
15,32420.0,1159.1791912568308
16,32908.0,782.7046994535518
17,33038.0,356.42172677595624
18,32662.0,234.8114098360656
19,32297.0,194.70587978142083
20,32125.0,155.8940765027323
21,32155.0,155.2472131147541
22,32120.0,231.5770928961749
23,31777.0,232.87081967213118
24,31393.0,347.36563934426226
25,30994.0,349.30622950819674
26,30507.0,501.96598907103834
27,30061.0,657.2132021857924
28,29552.0,659.8006557377049
29,29886.0,812.4604153005465
30,30537.0,967.7076284153005
31,31245.0,970.295081967213
32,31934.0,1542.7691803278688
33,32032.0,1705.1318907103823
34,32043.0,1402.399825136612
35,32070.0,1320.895038251366
36,31926.0,1128.776612021858
37,31607.0,1316.366994535519
38,30962.0,1205.1064918032785
39,30230.0,2691.5985573770495
40,29784.0,2068.02225136612
41,29168.0,1064.7371366120217
42,28142.0,1162.4135081967213
43,26226.0,1889.4879562841531
44,24024.0,1978.1082404371584
45,22288.0,1368.7629289617487
46,21789.0,1740.0625136612027
47,21571.0,2013.6857267759563
