,demand,wind
0,20624.0,3278.950513661202
1,20752.0,3718.1707540983607
2,20845.0,4222.077333333333
3,20677.0,4497.641136612022
4,20359.0,4769.323759562842
5,20209.0,5079.171322404372
6,19823.0,5275.170928961748
7,19092.0,5392.900065573771
8,18799.0,4822.3665573770495
9,18768.0,5117.98312568306
10,19348.0,4665.178754098361
11,19633.0,5382.5502513661195
12,19529.0,5890.98487431694
13,19472.0,6166.548677595629
14,20250.0,5789.42732240437
15,20924.0,5935.618448087432
16,21775.0,6625.174819672132
17,22190.0,6598.653420765028
18,22555.0,6369.0169180327875
19,22536.0,6059.816218579237
20,22512.0,6550.785530054645
21,22502.0,5681.401136612022
22,22761.0,5666.523278688524
23,22640.0,6010.00773770492
24,22495.0,6969.953005464483
25,22072.0,7558.598688524591
26,21834.0,6919.497661202186
27,21456.0,6755.841224043716
28,21591.0,6028.119912568306
29,21667.0,6359.313967213116
30,22259.0,6670.455256830602
31,23123.0,6446.640524590163
32,24080.0,7438.282098360656
33,24831.0,7108.381770491804
34,25398.0,6224.766382513661
35,25686.0,5103.1052677595635
36,26161.0,4626.366950819673
37,26117.0,4007.9655519125686
38,26214.0,4073.9456174863394
39,26031.0,3884.4146448087436
40,25931.0,3270.5412896174867
41,25576.0,3336.5213551912575
42,25450.0,3833.959300546447
43,24055.0,3460.7191256830606
44,22213.0,3187.0959125683057
45,21267.0,2915.4132896174865
46,20466.0,1842.2669289617486
47,20052.0,1404.3404153005465
