,demand,wind
0,25960.0,77.62360655737704
1,26215.0,77.62360655737704
2,26071.0,153.95348633879783
3,25809.0,117.08227322404373
4,25557.0,116.43540983606559
5,25232.0,78.27046994535519
6,25150.0,1.2937267759562843
7,24912.0,0.0
8,25043.0,38.16493989071038
9,24233.0,38.81180327868852
10,24431.0,38.81180327868852
11,25413.0,0.6468633879781422
12,27050.0,0.0
13,28369.0,0.0
14,29464.0,38.16493989071038
15,30060.0,38.81180327868852
16,30484.0,76.97674316939892
17,30246.0,115.78854644808743
18,30076.0,154.60034972677593
19,29681.0,193.41215300546446
20,29292.0,384.8837158469945
21,29100.0,426.2829726775956
22,28954.0,312.43501639344265
23,28349.0,195.99960655737706
24,27729.0,232.223956284153
25,27167.0,271.03575956284146
26,26706.0,195.3527431693989
27,26289.0,232.223956284153
28,26132.0,271.03575956284146
29,26262.0,157.18780327868853
30,26838.0,78.91733333333333
31,27973.0,115.78854644808743
32,29013.0,78.27046994535519
33,29731.0,77.62360655737704
34,30406.0,39.458666666666666
35,30800.0,38.81180327868852
36,30948.0,76.97674316939892
37,30972.0,153.95348633879783
38,31037.0,193.41215300546446
39,31296.0,270.3888961748634
40,31139.0,271.6826229508197
41,29899.0,424.3423825136613
42,28343.0,350.599956284153
43,26855.0,463.8010491803278
44,25302.0,389.41175956284155
45,23650.0,502.6128524590164
46,23045.0,580.8833224043715
47,22636.0,696.6718688524589
