,demand,wind
0,22657.0,76.97674316939892
1,22406.0,77.62360655737704
2,22116.0,115.78854644808743
3,21898.0,116.43540983606559
4,21757.0,154.60034972677593
5,21469.0,117.08227322404373
6,21433.0,40.10553005464482
7,20893.0,38.81180327868852
8,20866.0,76.97674316939892
9,21012.0,77.62360655737704
10,21577.0,77.62360655737704
11,22453.0,77.62360655737704
12,23176.0,77.62360655737704
13,24411.0,39.458666666666666
14,25889.0,0.6468633879781422
15,26792.0,0.0
16,27566.0,0.0
17,27925.0,38.16493989071038
18,27939.0,38.81180327868852
19,27555.0,38.81180327868852
20,26946.0,38.81180327868852
21,26538.0,38.81180327868852
22,26209.0,38.81180327868852
23,25692.0,38.81180327868852
24,25370.0,38.81180327868852
25,24760.0,38.81180327868852
26,24026.0,38.81180327868852
27,23658.0,38.81180327868852
28,23441.0,38.81180327868852
29,23625.0,191.47156284153007
30,24194.0,232.223956284153
31,25126.0,118.376
32,26022.0,192.76528961748636
33,26487.0,270.3888961748634
34,26824.0,309.84756284152996
35,27246.0,386.824306010929
36,27301.0,464.447912568306
37,27381.0,465.74163934426235
38,27327.0,313.08187978142075
39,27088.0,310.4944262295082
40,26970.0,463.1541857923498
41,26787.0,694.7312786885245
42,26289.0,736.7773989071039
43,25187.0,699.2593224043716
44,23833.0,660.447519125683
45,22540.0,736.1305355191259
46,22019.0,661.0943825136613
47,21414.0,1003.2851147540985
