date,period,demand,wind
2019-04-03,1,2761.1198836363633,363.2261415562642
2019-04-03,2,2703.071965090909,250.06218481869888
2019-04-03,3,2725.4382545454546,412.72717709326406
2019-04-03,4,2782.615889454545,503.9926624806864
2019-04-03,5,2792.189009454546,632.3019691640094
2019-04-03,6,2796.1923141818183,849.1886255300964
2019-04-03,7,2838.139985454546,1007.4608106775371
2019-04-03,8,2826.4781847272725,955.665025148756
2019-04-03,9,2794.3647185454547,1159.30769584799
2019-04-03,10,2788.6208465454542,1348.0672737433842
2019-04-03,11,2838.3140421818184,1546.0058516059041
2019-04-03,12,2956.49856,808.4732042473454
2019-04-03,13,3150.5718109090913,60.97478549590718
2019-04-03,14,3346.5596858181825,60.515835497550896
2019-04-03,15,3634.2754560000003,60.38470692659196
2019-04-03,16,3744.975534545454,60.450271212071414
2019-04-03,17,3789.0989149090906,110.41025674742761
2019-04-03,18,3755.85408,640.5630691344226
2019-04-03,19,3762.8163490909087,434.62564844340716
2019-04-03,20,3799.020148363636,368.53684868010134
2019-04-03,21,3722.609245090909,264.6830204806207
2019-04-03,22,3701.8094661818186,186.4648279036129
2019-04-03,23,3688.6681832727277,448.131891252178
2019-04-03,24,3686.4054458181818,422.8240770571025
2019-04-03,25,3669.347886545455,249.53767053486314
2019-04-03,26,3657.1639156363635,238.5884348597916
2019-04-03,27,3597.2013730909102,190.3986850323811
2019-04-03,28,3547.1600640000006,144.83150662414937
2019-04-03,29,3517.3093352727274,172.3685065255268
2019-04-03,30,3493.5505920000005,278.32039186035047
2019-04-03,31,3491.897053090909,255.1761990860976
2019-04-03,32,3542.1124189090915,245.60381340609493
2019-04-03,33,3611.2129396363634,345.13039876393043
2019-04-03,34,3687.8849279999995,136.89822808113348
2019-04-03,35,3740.7111447272728,320.08484171077293
2019-04-03,36,3803.4585949090906,387.4193628981887
2019-04-03,37,3866.7282152727275,511.0736053124691
2019-04-03,38,3892.923752727273,382.9609914855847
2019-04-03,39,3872.211002181819,721.5349617015681
2019-04-03,40,3880.6527534545457,698.7185903547127
2019-04-03,41,3918.858205090909,760.3490187054146
2019-04-03,42,3828.2616785454543,984.4477464742433
2019-04-03,43,3711.2955578181814,869.5135540287322
2019-04-03,44,3561.519744,848.008468391466
2019-04-03,45,3413.919639272727,809.3911042440579
2019-04-03,46,3228.375168,693.9979618001906
2019-04-03,47,3020.029265454546,975.9243893619121
2019-04-03,48,2870.1664232727276,1409.6977020940863
