date,period,demand,wind
2018-03-18,1,1974.828288,696.2052927446663
2018-03-18,2,1998.2679272727269,486.79296492323886
2018-03-18,3,2017.066053818182,611.1902692396201
2018-03-18,4,2008.5952930909093,481.4604030375752
2018-03-18,5,1988.3466938181816,681.6937308918768
2018-03-18,6,1975.3504581818183,646.7698214931457
2018-03-18,7,1953.3612916363636,673.7823071106874
2018-03-18,8,1922.6692887272725,694.762878464118
2018-03-18,9,1902.4206894545455,575.3921693678294
2018-03-18,10,1893.5437963636364,419.48029849764964
2018-03-18,11,1887.2197352727271,622.2050692001712
2018-03-18,12,1893.4857774545458,655.6428547947008
2018-03-18,13,1913.2122065454544,855.7013445543905
2018-03-18,14,1935.3174109090912,852.9476445642528
2018-03-18,15,1959.9754472727273,768.763102008613
2018-03-18,16,1989.7971665454547,763.5179591702556
2018-03-18,17,2076.651473454546,858.5424635918341
2018-03-18,18,2175.1095621818185,955.8835727670206
2018-03-18,19,2282.560581818182,983.6828298103162
2018-03-18,20,2361.118184727273,1095.0109865544562
2018-03-18,21,2432.8295563636366,1175.9610243597754
2018-03-18,22,2471.644206545455,1073.3310628225781
2018-03-18,23,2504.9470603636364,1056.109510503304
2018-03-18,24,2548.925393454546,1136.1853578355633
2018-03-18,25,2579.7914530909093,1173.4695815115556
2018-03-18,26,2590.176837818182,1099.0322627305304
2018-03-18,27,2603.057035636364,987.5292678917783
2018-03-18,28,2591.975424,1105.5886912784774
2018-03-18,29,2602.3027898181817,1106.550300798843
2018-03-18,30,2608.9169454545454,1130.3282816660642
2018-03-18,31,2624.9301643636363,1092.3884151352775
2018-03-18,32,2649.6462196363636,1079.4941056576483
2018-03-18,33,2673.143877818182,1022.6717249087744
2018-03-18,34,2717.4123054545453,1062.35997238568
2018-03-18,35,2764.755735272727,1078.357658042671
2018-03-18,36,2804.150574545454,1043.6522962622048
2018-03-18,37,2838.787863272727,945.6992537558766
2018-03-18,38,2865.2444858181816,780.9580591077946
2018-03-18,39,2835.9449367272728,947.5787632729546
2018-03-18,40,2774.9670632727275,938.6620204477465
2018-03-18,41,2708.7674880000004,761.6384496531774
2018-03-18,42,2594.8763694545455,777.5487162628622
2018-03-18,43,2510.226781090909,938.2249252112167
2018-03-18,44,2394.130944,796.2563923863376
2018-03-18,45,2277.512936727273,693.2767546599166
2018-03-18,46,2171.1642763636364,538.1516552154905
2018-03-18,47,2067.426466909091,588.1553502744996
2018-03-18,48,2009.697652363636,715.2626450573656
