demand_x,demand_z,wind_x,wind_z,period,scenario
3.8147353196912475,3.8147353196912475,33.645381179639955,33.645381179639955,0,0
12.090675874471081,9.444449602042225,2.736530430343265,-20.602779944315373,1,0
1.2081766160141445,-7.984033103011422,-6.574606916025907,-15.573617030568357,2,0
50.62274644479453,46.98802706814449,-52.0157477505638,-50.19288457467326,3,0
79.91192480795873,43.689841912100626,-13.950109204187402,22.687041969566476,4,0
54.447856683979566,-12.006035815560455,-13.257967147634396,7.565455296907884,5,0
24.667867140722237,-33.30182502212713,-29.72512217630396,-14.035716606171125,6,0
29.040692103896667,-5.652286922026178,-5.883421236454904,19.512567577215542,7,0
25.859200314300615,-4.839141492449991,26.64782264305841,38.42091721675813,8,0
56.57299469019411,29.530277253259854,-4.905019657938713,-20.050736948248325,9,0
41.51384226511291,-5.599480197726228,-19.33874601011222,-20.59360976635268,10,0
20.11189882827555,-22.793344770919653,-49.26949157030243,-36.2893017488244,11,0
79.3475634669486,52.43324232381112,13.12692476566422,51.12131944634582,12,0
65.24438932961607,2.134626704219127,-46.63620911324764,-44.1994138023746,13,0
53.774083107262214,-10.577720927365364,-43.03551670647116,-9.81369107557887,14,0
73.40707702659239,16.779305127876157,-28.554736906395625,11.376314336710264,15,0
16.896937098826555,-51.07900105272327,-63.264520361051126,-31.398877122973403,16,0
45.07140888879737,12.744952137008447,-53.19566461556502,0.16004840286828936,17,0
26.62050529304844,-14.120498309618496,-41.679039372932735,11.532531883973192,18,0
62.56893965683801,31.985589082509907,-17.13257939839749,27.75164191653502,19,0
52.41175746648363,-0.07229255017985081,-23.691353095858066,1.6618762879859326,20,0
77.41684389972527,25.410722027216792,-8.151009672004555,15.880424447811073,21,0
48.22836372601893,-21.2470128081591,-24.65002154405053,-11.966530451078569,22,0
72.54187199551271,18.146271758092144,-13.51937474855151,7.213035163069095,23,0
59.226664262409194,-7.53686006153347,-2.167159480860299,13.346641932619754,24,0
77.75555745021154,16.63817766010074,-3.771271920214693,2.3911206569822654,25,0
48.679521295627914,-23.630172269837765,10.753172336481537,15.144224153906833,26,0
93.96283960972909,38.53471356341897,1.297824318619508,-4.853360191228152,27,0
34.90400605629999,-46.94439151559371,46.87739595280502,43.99591068528642,28,0
44.836721557042964,-3.9613826901884637,55.98018431157527,22.531059814030904,29,0
100.6501420857054,54.94949405849232,70.2077852206436,21.195156253527873,30,0
68.77506315242188,-14.611150427965056,85.49960574327844,21.87097169009757,31,0
38.41161860665585,-34.46942179637067,67.83116323091633,-10.784808548848442,32,0
36.04520665135766,-12.358181499539471,81.36368453421538,10.395612337864025,33,0
36.777695460970854,-2.824472177003669,137.60119776002432,59.78704075931729,34,0
6.932469833754709,-30.439546170583,140.11228301525426,21.23357854468864,35,0
52.14641900557806,36.41829993178857,169.2255986269211,36.171397311858826,36,0
27.52200881801638,-13.150603318250367,182.26447648572196,24.767266752238626,37,0
35.8740263823856,4.556516457712497,200.0663996309301,25.998794832495335,38,0
43.39206876891741,9.12650519131335,202.9149507947712,11.52358878745962,39,0
38.602044030090305,-1.7683901604231638,163.2489722802282,-35.12902423716633,40,0
69.30211461800218,30.25857292239788,178.9249933363188,5.931232145033314,41,0
16.94532233036192,-42.77010705421945,210.64089504662977,34.625768003649284,42,0
69.58832501382524,39.777061855637974,224.81083533070762,25.926095692131113,43,0
119.26355092705282,62.07565498000384,208.3466837685989,-7.2492544534382715,44,0
85.60926937414625,-14.332759921632341,252.84415855141964,43.59085669654185,45,0
62.684039200469314,-26.94496878420436,239.67592106434387,1.2966493728941972,46,0
88.82699753067516,18.382568589027297,244.1432102706626,6.121463678760559,47,0
3.2678807656508035,3.2678807656508035,-0.9390519286733634,-0.9390519286733634,0,1
-30.10978727484102,-32.376668516271415,3.9527143654875596,4.604120997031152,1,1
43.86890559582863,64.06595327765464,-2.975668911182684,-5.5194262015834035,2,1
26.476626464591313,2.190127581935631,16.348044307915668,17.63831330799222,3,1
-2.0749643974564975,-27.830304612713334,-6.178770143006918,-17.12662046341535,4,1
5.86508644714033,-0.5313089058880623,39.88887843356295,40.844242631850456,5,1
-29.647806945904406,-35.64708778198661,-13.039818773907772,-40.42388247913468,6,1
-5.454313517084827,13.145019513033041,3.782524603076956,4.515522170627309,7,1
-56.57125038683464,-46.91533324067167,-26.67198057415042,-29.087855286914525,8,1
-75.33726732693796,-33.0435756062109,-28.108887441985377,-10.264961591814213,9,1
-50.69917376887019,14.40782066266238,-50.9400027058213,-26.04604066403605,10,1
-48.62706835828283,6.374939487856849,-49.02598285034583,-5.929091261882221,11,1
-39.07476622573536,11.249707795571013,-64.13863799688681,-17.09098211191842,12,1
-41.045787316954325,1.3529367899636635,-38.20567263493214,20.618071203176324,13,1
0.3058065373750125,41.41772405929889,-56.573501109478016,-12.300031853150026,14,1
8.007837671969721,19.969544054857934,-26.702394575729624,25.887785791945458,15,1
38.73529109332527,36.6105329607351,-25.701347117136944,8.594257079879984,16,1
89.45798186284841,61.737743583559286,-40.193522712863974,-12.141495040688728,17,1
88.6985483771509,18.048228185805772,-35.60708084907196,0.5294784992105148,18,1
71.87416587003959,-11.322944836949432,-6.760724053431627,28.78017467983803,19,1
65.93479913889428,-9.21597393916233,-2.677811768942501,12.579475966310138,20,1
19.488811393083836,-49.07040366693825,0.34553445439299413,6.742692544544643,21,1
-4.225995727145097,-38.42332004969908,72.09285888439345,73.6940067921623,22,1
7.488486227091416,0.42209388814567583,59.83687719972954,10.138406978063571,23,1
-23.24421773291561,-30.20445781111325,39.81519242805838,-16.963901601321187,24,1
-76.39433343844806,-62.08746704815162,69.96541779226186,25.05544915466288,25,1
-57.55616348776492,0.06612751615454267,41.243861547081394,-20.959447207202253,26,1
-17.257410000277737,40.261077886319846,29.952462318663585,-17.578091420381227,27,1
-35.39907679424629,-5.962936772916167,36.816031115172066,1.9154663599118544,28,1
-26.752564641752596,6.79083907896955,19.283516251010724,-16.61495870369496,29,1
-50.813077528052176,-22.161644191504468,46.97189213486388,22.835246338983044,30,1
-75.34596608862344,-31.73173695446576,17.37471529962372,-22.24453862229974,31,1
-76.77359438969228,-11.482374330218779,19.137369143800093,-4.802822219872709,32,1
-78.11470117249276,-5.049866898504553,20.775168947642236,0.3359421215861321,33,1
-55.75055483450131,20.512782477056938,31.99585633708606,11.523136134304723,34,1
-71.02627402962705,-9.261335772987067,15.909615419192049,-12.439297120897185,35,1
-61.50025599620028,6.335696609581962,-9.458327576547397,-28.910231532468366,36,1
-62.2631616503558,0.7035173433914058,17.069657099073133,17.776962123396736,37,1
-36.96772900883052,25.049367947736396,-5.874022332893388,-17.420622396064573,38,1
